@relation pacman-weka.filters.unsupervised.attribute.Remove-R49

@attribute pacmanx numeric
@attribute pacmany numeric
@attribute legalW numeric
@attribute legalE numeric
@attribute legalN numeric
@attribute legalS numeric
@attribute numghost numeric
@attribute alivePacman numeric
@attribute alive_Ghost1 numeric
@attribute alive_Ghost2 numeric
@attribute alive_Ghost3 numeric
@attribute alive_Ghost4 numeric
@attribute ghost1x numeric
@attribute ghost1y numeric
@attribute ghost2x numeric
@attribute ghost2y numeric
@attribute ghost3x numeric
@attribute ghost3y numeric
@attribute ghost4x numeric
@attribute ghost4y numeric
@attribute g1_west numeric
@attribute g1_stop numeric
@attribute g1_east numeric
@attribute g1_north numeric
@attribute g1_south numeric
@attribute g2_west numeric
@attribute g2_stop numeric
@attribute g2_east numeric
@attribute g2_north numeric
@attribute g2_south numeric
@attribute g3_west numeric
@attribute g3_stop numeric
@attribute g3_east numeric
@attribute g3_north numeric
@attribute g3_south numeric
@attribute g4_west numeric
@attribute g4_stop numeric
@attribute g4_east numeric
@attribute g4_north numeric
@attribute g4_south numeric
@attribute ghost1dist numeric
@attribute ghost2dist numeric
@attribute ghost3dist numeric
@attribute ghost4dist numeric
@attribute pac_dots numeric
@attribute distance_dots numeric
@attribute score numeric
@attribute move {Stop,East,West,North,South}
@attribute class {Stop,East,West,North,South}

@data
26,15,1,1,0,0,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,37,23,6,-1,183,1,3549,East,East
27,15,1,1,0,0,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,38,24,7,-1,182,1,3648,East,East
28,15,1,1,0,0,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,39,25,8,-1,181,1,3747,East,East
29,15,1,0,1,1,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,40,26,9,-1,180,1,3846,East,North
29,16,0,0,1,1,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,41,25,8,-1,179,2,3945,North,North
29,17,1,0,0,1,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,42,24,7,-1,179,1,3944,North,West
28,17,1,1,0,0,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,41,23,6,-1,178,1,4043,West,West
27,17,1,1,0,0,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,40,22,5,-1,177,1,4142,West,West
26,17,1,1,0,0,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,39,21,4,-1,176,1,4241,West,West
25,17,1,1,0,0,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,38,20,3,-1,175,1,4340,West,West
24,17,1,1,0,0,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,37,19,2,-1,174,1,4439,West,West
23,17,1,1,0,0,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,36,18,1,-1,173,2,4538,West,West
22,17,1,1,0,0,4,0,1,1,0,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,35,17,-1,-1,173,1,4737,West,West
21,17,1,1,0,0,4,0,1,1,0,0,1,3,5,17,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,34,16,-1,-1,172,1,4836,West,West
20,17,1,1,0,0,4,0,1,1,0,0,1,3,5,17,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,33,15,-1,-1,171,1,4935,West,West
19,17,1,1,0,0,4,0,1,1,0,0,1,3,5,17,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,32,14,-1,-1,170,1,5034,West,West
18,17,1,1,0,0,4,0,1,1,0,0,1,3,5,17,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,31,13,-1,-1,169,1,5133,West,West
17,17,1,1,0,0,4,0,1,1,0,0,1,3,5,17,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,30,12,-1,-1,168,1,5232,West,West
16,17,1,1,0,0,4,0,1,1,0,0,1,3,5,17,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,29,11,-1,-1,167,1,5331,West,West
15,17,1,1,0,0,4,0,1,1,0,0,1,3,5,17,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,28,10,-1,-1,166,1,5430,West,West
14,17,1,1,0,0,4,0,1,1,0,0,1,3,5,17,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,27,9,-1,-1,165,1,5529,West,West
13,17,0,1,0,1,4,0,1,1,0,0,1,3,5,17,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,26,8,-1,-1,164,1,5628,West,South
13,16,0,0,1,1,4,0,1,1,0,0,1,3,5,17,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,25,9,-1,-1,163,1,5727,South,South
13,15,0,0,1,1,4,0,1,1,0,0,1,3,5,17,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,24,10,-1,-1,162,1,5826,South,South
13,14,0,0,1,1,4,0,1,1,0,0,1,3,5,17,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,23,11,-1,-1,161,1,5925,South,South
13,13,0,0,1,1,4,0,1,1,0,0,1,3,5,17,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,22,12,-1,-1,160,1,6024,South,South
13,12,0,0,1,1,4,0,1,1,0,0,1,3,5,17,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,21,13,-1,-1,159,1,6123,South,South
13,11,1,1,1,0,4,0,1,1,0,0,1,3,5,17,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,20,14,-1,-1,158,1,6222,South,West
12,11,1,1,0,0,4,0,1,1,0,0,1,3,5,17,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,19,13,-1,-1,157,1,6321,West,West
11,11,1,1,1,0,4,0,1,1,0,0,1,3,5,17,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,18,12,-1,-1,156,1,6420,West,North
11,12,0,0,1,1,4,0,1,1,0,0,1,3,5,17,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,19,11,-1,-1,155,1,6519,North,North
11,13,0,0,1,1,4,0,1,1,0,0,1,3,5,17,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,20,10,-1,-1,154,1,6618,North,North
11,14,1,0,1,1,4,0,1,1,0,0,1,3,5,17,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,21,9,-1,-1,153,1,6717,North,North
11,15,0,0,1,1,4,0,1,1,0,0,1,3,5,17,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,22,8,-1,-1,152,1,6816,North,North
11,16,0,0,1,1,4,0,1,1,0,0,1,3,5,17,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,23,7,-1,-1,151,1,6915,North,North
11,17,1,0,0,1,4,0,1,1,0,0,1,3,5,17,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,24,6,-1,-1,150,1,7014,North,West
10,17,1,1,0,0,4,0,1,1,0,0,1,3,5,17,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,23,5,-1,-1,149,1,7113,West,West
9,17,1,1,0,0,4,0,1,1,0,0,1,3,5,17,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,22,4,-1,-1,148,1,7212,West,West
8,17,1,1,0,0,4,0,1,1,0,0,1,3,5,17,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,21,3,-1,-1,147,1,7311,West,West
7,17,1,1,0,0,4,0,1,1,0,0,1,3,5,17,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,20,2,-1,-1,146,1,7410,West,West
6,17,1,1,0,0,4,0,1,1,0,0,1,3,5,17,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,19,1,-1,-1,145,2,7509,West,West
5,17,1,1,0,0,4,0,1,0,0,0,1,3,5,17,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,18,-1,-1,-1,145,1,7708,West,East
6,17,1,1,0,0,4,0,1,0,0,0,1,3,3,1,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,19,-1,-1,-1,145,2,7707,East,East
7,17,1,1,0,0,4,0,1,0,0,0,1,3,3,1,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,20,-1,-1,-1,145,3,7706,East,East
8,17,1,1,0,0,4,0,1,0,0,0,1,3,3,1,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,21,-1,-1,-1,145,3,7705,East,East
9,17,1,1,0,0,4,0,1,0,0,0,1,3,3,1,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,22,-1,-1,-1,145,3,7704,East,East
10,17,1,1,0,0,4,0,1,0,0,0,1,3,3,1,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,23,-1,-1,-1,145,3,7703,East,East
11,17,1,0,0,1,4,0,1,0,0,0,1,3,3,1,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,24,-1,-1,-1,145,4,7702,East,South
11,16,0,0,1,1,4,0,1,0,0,0,1,3,3,1,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,23,-1,-1,-1,145,3,7701,South,South
11,15,0,0,1,1,4,0,1,0,0,0,1,3,3,1,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,22,-1,-1,-1,145,2,7700,South,South
11,14,1,0,1,1,4,0,1,0,0,0,1,3,3,1,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,21,-1,-1,-1,145,1,7699,South,South
11,13,0,0,1,1,4,0,1,0,0,0,1,3,3,1,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,20,-1,-1,-1,145,2,7698,South,South
11,12,0,0,1,1,4,0,1,0,0,0,1,3,3,1,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,19,-1,-1,-1,145,2,7697,South,South
11,11,1,1,1,0,4,0,1,0,0,0,1,3,3,1,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,18,-1,-1,-1,145,1,7696,South,West
10,11,1,1,0,0,4,0,1,0,0,0,1,3,3,1,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,17,-1,-1,-1,144,1,7795,West,West
9,11,1,1,0,0,4,0,1,0,0,0,1,3,3,1,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,16,-1,-1,-1,143,1,7894,West,West
8,11,0,1,0,1,4,0,1,0,0,0,1,3,3,1,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,15,-1,-1,-1,142,1,7993,West,South
8,10,1,0,1,1,4,0,1,0,0,0,1,3,3,1,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,14,-1,-1,-1,141,1,8092,South,South
8,9,0,1,1,1,4,0,1,0,0,0,1,3,3,1,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,13,-1,-1,-1,140,1,8191,South,South
8,8,0,0,1,1,4,0,1,0,0,0,1,3,3,1,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,12,-1,-1,-1,139,1,8290,South,South
8,7,1,1,1,1,4,0,1,0,0,0,1,3,3,1,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,11,-1,-1,-1,138,1,8389,South,West
7,7,1,1,0,0,4,0,1,0,0,0,1,3,3,1,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,10,-1,-1,-1,137,1,8488,West,West
6,7,1,1,0,0,4,0,1,0,0,0,1,3,3,1,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,9,-1,-1,-1,136,1,8587,West,West
5,7,1,1,0,0,4,0,1,0,0,0,1,3,3,1,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,8,-1,-1,-1,135,1,8686,West,West
4,7,1,1,0,0,4,0,1,0,0,0,1,3,3,1,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,7,-1,-1,-1,134,1,8785,West,West
3,7,1,1,0,0,4,0,1,0,0,0,1,3,3,1,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,6,-1,-1,-1,133,1,8884,West,West
2,7,1,1,0,0,4,0,1,0,0,0,1,3,3,1,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5,-1,-1,-1,132,1,8983,West,West
1,7,0,1,0,1,4,0,1,0,0,0,1,3,3,1,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,4,-1,-1,-1,131,1,9082,West,South
1,6,0,0,1,1,4,0,1,0,0,0,1,3,3,1,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3,-1,-1,-1,130,1,9181,South,South
1,5,0,0,1,1,4,0,1,0,0,0,1,3,3,1,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,-1,-1,-1,129,1,9280,South,South
1,4,0,0,1,1,4,0,1,0,0,0,1,3,3,1,5,1,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,-1,-1,-1,128,2,9379,South,South
13,10,1,1,0,1,4,0,1,1,1,1,5,6,5,12,13,6,13,12,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,12,10,4,2,0,-1,-1,East,East
14,10,1,1,0,1,4,0,1,1,1,1,5,6,5,12,13,6,13,12,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,13,11,5,3,0,-1,-2,East,East
15,10,1,1,1,1,4,0,1,1,1,1,5,6,5,12,13,6,13,12,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,14,12,6,4,0,-1,-3,East,North
15,11,0,1,1,1,4,0,1,1,1,1,5,6,5,12,13,6,13,12,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,15,11,7,3,0,-1,-4,North,North
15,12,0,1,1,1,4,0,1,1,1,1,5,6,5,12,13,6,13,12,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,16,10,8,2,0,-1,-5,North,North
15,13,0,1,1,1,4,0,1,1,1,1,5,6,5,12,13,6,13,12,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,17,11,9,3,0,-1,-6,North,North
15,14,1,1,0,1,4,0,1,1,1,1,5,6,5,12,13,6,13,12,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,18,12,10,4,0,-1,-7,North,West
14,14,1,1,0,0,4,0,1,1,1,1,5,6,5,12,13,6,13,12,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,17,11,9,3,0,-1,-8,West,West
13,14,1,1,0,0,4,0,1,1,1,1,5,6,5,12,13,6,13,12,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,16,10,8,2,0,-1,-9,West,West
12,14,1,1,0,0,4,0,1,1,1,1,5,6,5,12,13,6,13,12,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,15,9,9,3,0,-1,-10,West,West
11,14,1,1,0,0,4,0,1,1,1,1,5,6,5,12,13,6,13,12,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,14,8,10,4,0,-1,-11,West,West
10,14,1,1,0,1,4,0,1,1,1,1,5,6,5,12,13,6,13,12,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,13,7,11,5,0,-1,-12,West,South
10,13,1,0,1,1,4,0,1,1,1,1,5,6,5,12,13,6,13,12,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,12,6,10,4,0,-1,-13,South,South
10,12,1,1,1,0,4,0,1,1,1,1,5,6,5,12,13,6,13,12,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,11,5,9,3,0,-1,-14,South,East
11,12,1,1,0,0,4,0,1,1,1,1,5,6,5,12,13,6,13,12,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,12,6,8,2,0,-1,-15,East,East
12,12,1,1,0,0,4,0,1,1,1,1,5,6,5,12,13,6,13,12,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,13,7,7,1,0,-1,-16,East,East
13,12,1,0,0,0,4,0,1,1,1,0,5,6,5,12,13,6,13,12,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,14,8,6,-1,0,-1,183,East,West
12,12,1,1,0,0,4,0,1,1,1,0,5,6,5,12,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,13,7,7,-1,0,-1,182,West,West
11,12,1,1,0,0,4,0,1,1,1,0,5,6,5,12,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,12,6,8,-1,0,-1,181,West,West
10,12,1,1,1,0,4,0,1,1,1,0,5,6,5,12,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,11,5,9,-1,0,-1,180,West,West
9,12,1,1,1,0,4,0,1,1,1,0,5,6,5,12,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,10,4,10,-1,0,-1,179,West,West
8,12,1,1,1,0,4,0,1,1,1,0,5,6,5,12,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,9,3,11,-1,0,-1,178,West,West
7,12,1,1,0,0,4,0,1,1,1,0,5,6,5,12,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,8,2,12,-1,0,-1,177,West,West
6,12,1,1,0,0,4,0,1,1,1,0,5,6,5,12,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,7,1,13,-1,0,-1,176,West,West
5,12,0,1,0,0,4,0,1,0,1,0,5,6,5,12,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,6,-1,14,-1,0,-1,375,West,East
6,12,1,1,0,0,4,0,1,0,1,0,5,6,3,1,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,7,-1,13,-1,0,-1,374,East,East
7,12,1,1,0,0,4,0,1,0,1,0,5,6,3,1,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,8,-1,12,-1,0,-1,373,East,East
8,12,1,1,1,0,4,0,1,0,1,0,5,6,3,1,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,9,-1,11,-1,0,-1,372,East,North
8,13,0,1,1,1,4,0,1,0,1,0,5,6,3,1,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,10,-1,12,-1,0,-1,371,North,North
8,14,1,1,0,1,4,0,1,0,1,0,5,6,3,1,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,11,-1,13,-1,0,-1,370,North,West
7,14,1,1,0,0,4,0,1,0,1,0,5,6,3,1,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,10,-1,14,-1,0,-1,369,West,West
6,14,1,1,0,0,4,0,1,0,1,0,5,6,3,1,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,9,-1,15,-1,0,-1,368,West,West
5,14,1,1,0,0,4,0,1,0,1,0,5,6,3,1,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,8,-1,16,-1,0,-1,367,West,West
4,14,1,1,0,0,4,0,1,0,1,0,5,6,3,1,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,9,-1,17,-1,0,-1,366,West,West
3,14,1,1,0,1,4,0,1,0,1,0,5,6,3,1,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,10,-1,18,-1,0,-1,365,West,South
3,13,1,0,1,1,4,0,1,0,1,0,5,6,3,1,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,9,-1,17,-1,0,-1,364,South,South
3,12,1,0,1,1,4,0,1,0,1,0,5,6,3,1,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,8,-1,16,-1,0,-1,363,South,South
3,11,1,0,1,1,4,0,1,0,1,0,5,6,3,1,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,7,-1,15,-1,0,-1,362,South,South
3,10,1,1,1,1,4,0,1,0,1,0,5,6,3,1,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,6,-1,14,-1,0,-1,361,South,East
4,10,1,1,0,1,4,0,1,0,1,0,5,6,3,1,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5,-1,13,-1,0,-1,360,East,South
4,9,1,1,1,1,4,0,1,0,1,0,5,6,3,1,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,4,-1,12,-1,0,-1,359,South,South
4,8,1,1,1,1,4,0,1,0,1,0,5,6,3,1,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3,-1,11,-1,0,-1,358,South,South
4,7,1,0,1,1,4,0,1,0,1,0,5,6,3,1,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,-1,10,-1,0,-1,357,South,South
4,6,1,1,1,1,4,0,1,0,1,0,5,6,3,1,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,-1,9,-1,0,-1,356,South,East
5,6,1,1,0,1,4,0,0,0,1,0,5,6,3,1,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,8,-1,0,-1,555,East,East
6,6,1,1,0,1,4,0,0,0,1,0,1,1,3,1,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,7,-1,0,-1,554,East,East
7,6,1,1,0,1,4,0,0,0,1,0,1,1,3,1,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,6,-1,0,-1,553,East,East
8,6,1,0,0,1,4,0,0,0,1,0,1,1,3,1,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,5,-1,0,-1,552,East,South
8,5,1,0,1,1,4,0,0,0,1,0,1,1,3,1,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,6,-1,0,-1,551,South,South
8,4,1,0,1,1,4,0,0,0,1,0,1,1,3,1,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,7,-1,0,-1,550,South,South
8,3,1,1,1,0,4,0,0,0,1,0,1,1,3,1,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,8,-1,0,-1,549,South,East
9,3,1,1,0,0,4,0,0,0,1,0,1,1,3,1,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,7,-1,0,-1,548,East,East
10,3,1,1,1,0,4,0,0,0,1,0,1,1,3,1,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,6,-1,0,-1,547,East,North
10,4,0,1,1,1,4,0,0,0,1,0,1,1,3,1,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,5,-1,0,-1,546,North,East
11,4,1,1,1,1,4,0,0,0,1,0,1,1,3,1,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,4,-1,0,-1,545,East,East
12,4,1,1,1,1,4,0,0,0,1,0,1,1,3,1,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,3,-1,0,-1,544,East,North
12,5,1,1,1,1,4,0,0,0,1,0,1,1,3,1,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,2,-1,0,-1,543,North,North
12,6,1,1,0,1,4,0,0,0,1,0,1,1,3,1,13,6,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,1,-1,0,-1,542,North,East
8,1,1,1,1,0,4,0,1,1,1,1,8,5,10,5,11,5,17,7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,4,6,7,15,67,1,99,West,North
8,2,0,0,1,1,4,0,1,1,1,1,8,5,10,5,11,5,17,7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3,5,6,14,67,2,98,North,North
