@relation pacman-weka.filters.unsupervised.attribute.Remove-R49

@attribute pacmanx numeric
@attribute pacmany numeric
@attribute legalW numeric
@attribute legalE numeric
@attribute legalN numeric
@attribute legalS numeric
@attribute numghost numeric
@attribute alivePacman numeric
@attribute alive_Ghost1 numeric
@attribute alive_Ghost2 numeric
@attribute alive_Ghost3 numeric
@attribute alive_Ghost4 numeric
@attribute ghost1x numeric
@attribute ghost1y numeric
@attribute ghost2x numeric
@attribute ghost2y numeric
@attribute ghost3x numeric
@attribute ghost3y numeric
@attribute ghost4x numeric
@attribute ghost4y numeric
@attribute g1_west numeric
@attribute g1_stop numeric
@attribute g1_east numeric
@attribute g1_north numeric
@attribute g1_south numeric
@attribute g2_west numeric
@attribute g2_stop numeric
@attribute g2_east numeric
@attribute g2_north numeric
@attribute g2_south numeric
@attribute g3_west numeric
@attribute g3_stop numeric
@attribute g3_east numeric
@attribute g3_north numeric
@attribute g3_south numeric
@attribute g4_west numeric
@attribute g4_stop numeric
@attribute g4_east numeric
@attribute g4_north numeric
@attribute g4_south numeric
@attribute ghost1dist numeric
@attribute ghost2dist numeric
@attribute ghost3dist numeric
@attribute ghost4dist numeric
@attribute pac_dots numeric
@attribute distance_dots numeric
@attribute score numeric
@attribute move {Stop,East,West,North,South}
@attribute class {Stop,East,West,North,South}

@data
1,6,0,1,1,1,4,0,1,1,1,1,5,9,11,3,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,7,13,16,31,0,-1,-12,South,East
2,6,1,1,0,1,4,0,1,1,1,1,5,9,11,3,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,6,12,15,30,0,-1,-13,East,East
3,6,1,1,1,1,4,0,1,1,1,1,5,9,11,3,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5,11,14,29,0,-1,-14,East,North
3,7,0,1,1,1,4,0,1,1,1,1,5,9,11,3,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,4,12,15,28,0,-1,-15,North,North
3,8,0,1,1,1,4,0,1,1,1,1,5,9,11,3,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3,13,16,27,0,-1,-16,North,North
3,9,0,1,1,1,4,0,1,1,1,1,5,9,11,3,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,14,17,26,0,-1,-17,North,East
4,9,1,1,1,1,4,0,1,1,1,1,5,9,11,3,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,13,16,25,0,-1,-18,East,East
5,9,1,1,1,1,4,0,0,1,1,1,5,9,11,3,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,12,15,24,0,-1,181,East,East
6,9,1,0,1,1,4,0,0,1,1,1,1,1,11,3,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,11,14,23,0,-1,180,East,South
6,8,1,0,1,1,4,0,0,1,1,1,1,1,11,3,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,10,13,24,0,-1,179,South,South
6,7,1,0,1,1,4,0,0,1,1,1,1,1,11,3,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,9,12,25,0,-1,178,South,South
6,6,1,1,1,0,4,0,0,1,1,1,1,1,11,3,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,8,11,26,0,-1,177,South,East
7,6,1,1,0,0,4,0,0,1,1,1,1,1,11,3,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,7,10,25,0,-1,176,East,East
8,6,1,1,1,1,4,0,0,1,1,1,1,1,11,3,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,6,9,24,0,-1,175,East,East
9,6,1,1,1,1,4,0,0,1,1,1,1,1,11,3,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,5,8,23,0,-1,174,East,South
9,5,1,1,1,1,4,0,0,1,1,1,1,1,11,3,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,4,9,24,0,-1,173,South,East
10,5,1,1,1,1,4,0,0,1,1,1,1,1,11,3,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,3,8,23,0,-1,172,East,South
10,4,1,1,1,1,4,0,0,1,1,1,1,1,11,3,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,2,9,24,0,-1,171,South,East
11,4,1,0,1,1,4,0,0,1,1,1,1,1,11,3,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,1,8,23,0,-1,170,East,South
11,3,1,0,1,0,4,0,0,0,1,1,1,1,11,3,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,9,24,0,-1,369,South,North
11,4,1,0,1,1,4,0,0,0,1,1,1,1,3,1,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,8,23,0,-1,368,North,North
11,5,1,0,1,1,4,0,0,0,1,1,1,1,3,1,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,7,22,0,-1,367,North,North
11,6,1,0,1,1,4,0,0,0,1,1,1,1,3,1,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,6,21,0,-1,366,North,North
11,7,1,0,1,1,4,0,0,0,1,1,1,1,3,1,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,7,20,0,-1,365,North,North
11,8,1,0,1,1,4,0,0,0,1,1,1,1,3,1,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,8,19,0,-1,364,North,North
11,9,1,0,1,1,4,0,0,0,1,1,1,1,3,1,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,9,18,0,-1,363,North,North
11,10,1,0,1,1,4,0,0,0,1,1,1,1,3,1,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,10,17,0,-1,362,North,North
11,11,1,0,1,1,4,0,0,0,1,1,1,1,3,1,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,11,16,0,-1,361,North,North
11,12,1,1,0,1,4,0,0,0,1,1,1,1,3,1,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,12,15,0,-1,360,North,East
12,12,1,1,0,0,4,0,0,0,1,1,1,1,3,1,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,11,14,0,-1,359,East,East
13,12,1,1,0,1,4,0,0,0,1,1,1,1,3,1,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,10,13,0,-1,358,East,East
14,12,1,1,1,1,4,0,0,0,1,1,1,1,3,1,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,9,12,0,-1,357,East,South
14,11,1,1,1,1,4,0,0,0,1,1,1,1,3,1,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,8,13,0,-1,356,South,South
14,10,1,1,1,1,4,0,0,0,1,1,1,1,3,1,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,7,14,0,-1,355,South,South
14,9,1,0,1,1,4,0,0,0,1,1,1,1,3,1,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,6,15,0,-1,354,South,South
14,8,1,1,1,1,4,0,0,0,1,1,1,1,3,1,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,5,16,0,-1,353,South,South
14,7,1,0,1,1,4,0,0,0,1,1,1,1,3,1,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,4,17,0,-1,352,South,South
14,6,1,1,1,1,4,0,0,0,1,1,1,1,3,1,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,3,18,0,-1,351,South,East
15,6,1,1,0,0,4,0,0,0,1,1,1,1,3,1,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,2,17,0,-1,350,East,East
16,6,1,1,0,0,4,0,0,0,1,1,1,1,3,1,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,1,16,0,-1,349,East,East
17,6,1,1,0,1,4,0,0,0,0,1,1,1,3,1,17,6,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,-1,15,0,-1,548,East,West
16,6,1,1,0,0,4,0,0,0,0,1,1,1,3,1,5,1,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,-1,16,0,-1,547,West,West
15,6,1,1,0,0,4,0,0,0,0,1,1,1,3,1,5,1,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,-1,17,0,-1,546,West,West
14,6,1,1,1,1,4,0,0,0,0,1,1,1,3,1,5,1,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,-1,18,0,-1,545,West,North
14,7,1,0,1,1,4,0,0,0,0,1,1,1,3,1,5,1,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,-1,17,0,-1,544,North,North
14,8,1,1,1,1,4,0,0,0,0,1,1,1,3,1,5,1,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,-1,16,0,-1,543,North,North
14,9,1,0,1,1,4,0,0,0,0,1,1,1,3,1,5,1,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,-1,15,0,-1,542,North,North
14,10,1,1,1,1,4,0,0,0,0,1,1,1,3,1,5,1,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,-1,14,0,-1,541,North,North
14,11,1,1,1,1,4,0,0,0,0,1,1,1,3,1,5,1,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,-1,13,0,-1,540,North,East
15,11,1,1,1,1,4,0,0,0,0,1,1,1,3,1,5,1,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,-1,12,0,-1,539,East,East
16,11,1,1,1,1,4,0,0,0,0,1,1,1,3,1,5,1,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,-1,11,0,-1,538,East,East
17,11,1,1,1,1,4,0,0,0,0,1,1,1,3,1,5,1,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,-1,10,0,-1,537,East,East
18,11,1,1,1,1,4,0,0,0,0,1,1,1,3,1,5,1,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,-1,9,0,-1,536,East,East
19,11,1,1,1,1,4,0,0,0,0,1,1,1,3,1,5,1,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,-1,8,0,-1,535,East,North
19,12,1,1,1,1,4,0,0,0,0,1,1,1,3,1,5,1,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,-1,7,0,-1,534,North,East
20,12,1,0,1,1,4,0,0,0,0,1,1,1,3,1,5,1,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,-1,6,0,-1,533,East,North
20,13,1,0,1,1,4,0,0,0,0,1,1,1,3,1,5,1,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,-1,5,0,-1,532,North,North
20,14,1,0,1,1,4,0,0,0,0,1,1,1,3,1,5,1,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,-1,6,0,-1,531,North,North
20,15,0,1,1,1,4,0,0,0,0,1,1,1,3,1,5,1,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,-1,7,0,-1,530,North,East
21,15,1,1,1,0,4,0,0,0,0,1,1,1,3,1,5,1,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,-1,6,0,-1,529,East,East
22,15,1,1,1,1,4,0,0,0,0,1,1,1,3,1,5,1,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,-1,5,0,-1,528,East,East
23,15,1,1,1,1,4,0,0,0,0,1,1,1,3,1,5,1,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,-1,4,0,-1,527,East,South
23,14,1,1,1,1,4,0,0,0,0,1,1,1,3,1,5,1,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,-1,3,0,-1,526,South,East
24,14,1,1,1,0,4,0,0,0,0,1,1,1,3,1,5,1,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,-1,2,0,-1,525,East,East
25,14,1,0,1,1,4,0,0,0,0,1,1,1,3,1,5,1,25,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,-1,1,0,-1,524,East,South
16,7,1,1,0,0,4,0,1,1,1,1,1,3,5,17,22,17,24,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,19,21,16,12,216,1,99,East,East
17,7,1,1,0,0,4,0,1,1,1,1,1,3,5,17,22,17,24,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,20,22,15,11,215,1,198,East,East
18,7,1,1,0,0,4,0,1,1,1,1,1,3,5,17,22,17,24,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,21,23,14,10,214,1,297,East,East
19,7,1,1,0,0,4,0,1,1,1,1,1,3,5,17,22,17,24,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,22,24,13,9,213,1,396,East,East
20,7,1,1,0,0,4,0,1,1,1,1,1,3,5,17,22,17,24,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,23,25,12,8,212,1,495,East,East
21,7,1,1,0,1,4,0,1,1,1,1,1,3,5,17,22,17,24,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,24,26,11,7,211,1,594,East,East
22,7,1,1,1,0,4,0,1,1,1,1,1,3,5,17,22,17,24,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,25,27,10,6,210,1,693,East,East
23,7,1,1,0,0,4,0,1,1,1,1,1,3,5,17,22,17,24,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,26,28,11,5,209,1,792,East,East
24,7,1,1,0,0,4,0,1,1,1,1,1,3,5,17,22,17,24,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,27,29,12,4,208,1,891,East,East
25,7,1,1,0,0,4,0,1,1,1,1,1,3,5,17,22,17,24,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,28,30,13,5,207,1,990,East,East
26,7,1,1,0,0,4,0,1,1,1,1,1,3,5,17,22,17,24,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,29,31,14,6,206,1,1089,East,East
27,7,1,1,0,0,4,0,1,1,1,1,1,3,5,17,22,17,24,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,30,32,15,7,205,1,1188,East,East
28,7,1,1,0,0,4,0,1,1,1,1,1,3,5,17,22,17,24,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,31,33,16,8,204,1,1287,East,East
29,7,1,0,0,1,4,0,1,1,1,1,1,3,5,17,22,17,24,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,32,34,17,9,203,1,1386,East,South
29,6,0,0,1,1,4,0,1,1,1,1,1,3,5,17,22,17,24,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,31,35,18,8,202,1,1485,South,South
29,5,0,0,1,1,4,0,1,1,1,1,1,3,5,17,22,17,24,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,30,36,19,7,201,1,1584,South,South
29,4,0,0,1,1,4,0,1,1,1,1,1,3,5,17,22,17,24,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,29,37,20,6,200,1,1683,South,South
29,3,1,0,1,1,4,0,1,1,1,1,1,3,5,17,22,17,24,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,28,38,21,5,199,1,1782,South,West
28,3,1,1,0,0,4,0,1,1,1,1,1,3,5,17,22,17,24,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,27,37,20,4,198,1,1881,West,West
27,3,1,1,0,0,4,0,1,1,1,1,1,3,5,17,22,17,24,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,26,36,19,3,197,1,1980,West,West
26,3,1,1,0,0,4,0,1,1,1,1,1,3,5,17,22,17,24,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,25,35,18,2,196,1,2079,West,West
25,3,1,1,0,0,4,0,1,1,1,1,1,3,5,17,22,17,24,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,24,34,17,1,195,2,2178,West,West
24,3,0,1,0,0,4,0,1,1,1,0,1,3,5,17,22,17,24,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,23,33,16,-1,195,3,2377,West,East
25,3,1,1,0,0,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,24,34,17,-1,195,2,2376,East,East
26,3,1,1,0,0,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,25,35,18,-1,195,2,2375,East,East
27,3,1,1,0,0,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,26,36,19,-1,195,2,2374,East,East
28,3,1,1,0,0,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,27,37,20,-1,195,2,2373,East,East
29,3,1,0,1,1,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,28,38,21,-1,195,1,2372,East,North
29,4,0,0,1,1,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,29,37,20,-1,195,2,2371,North,North
29,5,0,0,1,1,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,30,36,19,-1,195,3,2370,North,North
29,6,0,0,1,1,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,31,35,18,-1,195,4,2369,North,North
29,7,1,0,0,1,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,32,34,17,-1,195,4,2368,North,West
28,7,1,1,0,0,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,31,33,16,-1,195,3,2367,West,West
27,7,1,1,0,0,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,30,32,15,-1,195,3,2366,West,West
26,7,1,1,0,0,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,29,31,14,-1,195,3,2365,West,West
25,7,1,1,0,0,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,28,30,13,-1,195,3,2364,West,West
24,7,1,1,0,0,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,27,29,12,-1,195,2,2363,West,West
23,7,1,1,0,0,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,26,28,11,-1,195,2,2362,West,West
22,7,1,1,1,0,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,25,27,10,-1,195,1,2361,West,North
22,8,0,0,1,1,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,26,26,9,-1,194,1,2460,North,North
22,9,1,1,0,1,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,27,25,8,-1,193,1,2559,North,East
23,9,1,1,0,0,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,28,26,9,-1,192,1,2658,East,East
24,9,1,0,1,0,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,29,27,10,-1,191,1,2757,East,North
24,10,0,1,1,1,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,30,26,9,-1,190,1,2856,North,North
24,11,1,0,1,1,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,31,25,8,-1,189,1,2955,North,North
24,12,0,0,1,1,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,32,24,7,-1,188,1,3054,North,North
24,13,0,0,1,1,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,33,23,6,-1,187,1,3153,North,North
24,14,0,0,1,1,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,34,22,5,-1,186,1,3252,North,North
24,15,0,1,0,1,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,35,21,4,-1,185,1,3351,North,East
25,15,1,1,0,0,4,0,1,1,1,0,1,3,5,17,22,17,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,36,22,5,-1,184,1,3450,East,East
